ID,occurrenceID,decimalLatitude,decimalLongitude,verbatimLocality,country,year,month,day,submitterID,behavior,sex,lifeStage,genus,species,otherCatalogNumbers,Remarks,mediaAsset0,mediaAsset0.filePath,mediaAsset1.filePath
APOD18,2d9877df-a490-4bc9-9ea1-b5ef20124389,-22.2765346382,166.6253471374,Plum,New Caledonia,2010,11,21,hannahh,unknown,female,adult,Kogia,breviceps,54; EC2010-04,"Animal &eacute;couch&eacute; vivant la veille, plusieurs tentatives de remise &agrave; l'eau. Trouv&eacute; mort le lendemain.<br><br>R&eacute;sultat autopsie montrent: femelle mature venant de mettre bas (&amp;lt;48h) morte par asphyxie suite &agrave; une probable noyade de cause inconnue.<br><br>Prelevements de dents, foie, muscle, rein et peau.<br><br>Animal layed up alive the day before, several attempts to release it. Found dead the next day.<br><br>Autopsy results show: mature female having just given birth (&amp;lt;48 hours) dead by asphyxiation following probable drowning of unknown cause.<br><br>Samples of teeth, liver, muscle, kidney and skin.",unknown,unknown,unknown
APOD17,4be14ded-a13b-4271-b04b-985197e73be9,-22.7163730819,167.4169635772,"Ile des Pins, R&eacute;cif Ndiouar&eacute;",New Caledonia,2010,9,9,hannahh,unknown,unknown,juvenile,Megaptera,novaeangliae,53; EC2010-05,Baleineau en &eacute;tat de putr&eacute;faction. Whale in a state of putrefaction.,unknown,unknown,unknown
APOD59,3c0e9b1b-9fd5-462c-a74d-37087ecca982,-21.6549419580151,165.474100112915,Bourail,New Caledonia,2010,6,19,hannahh,unknown,unknown,unknown,Dugong,dugong,56; EC2010-02,"D&eacute;compos&eacute;, &eacute;chou&eacute; dans la mangrove.<br><br>Decomposed, stranded in the mangrove.",56.jpeg,/data/wildbook_data_dir/4/5/458c0c9e-d18e-41af-b189-ba3e67ab9ff9/56.jpeg,unknown
APOD16,2d0a9871-7a0d-4d6d-8160-e95dcd3f69cb,-21.5475608432,165.259373188,Bourail,New Caledonia,2010,6,1,hannahh,unknown,unknown,unknown,Physeter,macrocephalus,55; EC2010-03,"2 carcasses, prelevement sur une seule d'entre elles. 2 carcasses, taken from only one of them.",55.jpeg,/data/wildbook_data_dir/f/3/f3fc9d59-891a-4367-9690-b6fd56c36d4e/55.jpeg,unknown
APOD15,8485b97e-2875-4df3-9467-6d9704ce134c,-14.0404230943,-171.606702804,on the beach,Samoa,2010,4,28,hannahh,Stranded,unknown,adult,Ziphius,cavirostris,11,"Three Z. cavirostris were found stranded alive. Attempts were made by the community to release them back to sea and only 1 animal was released sucessfully, the other two animals died.",11_a.jpg,/data/wildbook_data_dir/6/e/6ead0d9c-b851-4272-a047-2534b87e4978/11_a.jpg,/data/wildbook_data_dir/6/e/6ead0d9c-b851-4272-a047-2534b87e4978/11.jpg
APOD14,917f7568-d58c-478d-b9f1-c5d9cda18770,-22.5946592494008,167.460885030556,"Ile des Pins, Ilot Djunu",New Caledonia,2010,1,26,hannahh,unknown,unknown,unknown,Globicephala,macrorhynchus,59; EC2010-07,Squelette trouv&eacute; par des pecheurs. Skeleton found by fishermen.,59.jpeg,/data/wildbook_data_dir/a/c/ac7b23b4-8f88-4aec-b9c4-bc5e5b900a05/59.jpeg,unknown
APOD58,03aca54b-f7c9-453c-b1e2-64ca863d7e1e,-21.479316,165.168437,"Bourail, Cap Goulvain, Beaupr&eacute;",New Caledonia,2010,1,23,hannahh,unknown,unknown,unknown,Dugong,dugong,57;  EC2010-01,"Trouv&eacute; flottant &agrave; la surface. Dents et crane, &agrave; Bourail.<br><br>Found floating on the surface. Dents et crane, in Bourail.",57.jpeg,/data/wildbook_data_dir/7/e/7e38e1fa-08e6-4afc-8deb-fad6e43236c6/57.jpeg,unknown
APOD55,26104014-8a91-42d8-97c9-0185a3a59b1e,-22.656855339284,167.441511154175,"Ile des Pins, Kuto",New Caledonia,2009,12,15,hannahh,unknown,unknown,unknown,Unknown,whale,58; EC2009-08,unknown,unknown,unknown,unknown
APOD12,e5def1c5-39ec-4427-8690-944ada0e03e7,-22.08922, 166.100788,"Paita, Ile Mathieu",New Caledonia,2009,11,24,hannahh,unknown,female,unknown,Globicephala,macrorhynchus,64; EC2009-07,"Doute sur le sexe, probablement 3 femelles.<br><br>Animal 1: 3.39m<br>Animal 2: 3.40m<br>Animal 3: 3.30m<br><br>Tous les animaux, pr&eacute;levements peau, dents, foie, rein et muscle.<br>Animal 1 et 2: estomac vide<br>Animal 3: prelevement contenu estomac et parasites",64.jpeg,/data/wildbook_data_dir/d/0/d0a68ce5-d827-40ec-883a-887b403fa387/64.jpeg,unknown
APOD12,77c22c95-1c4d-40e9-bcb9-f425c91782d6,-22.089173,166.097368,"Paita, Ilot Mathieu",New Caledonia,2009,11,23,hannahh,stranded,unknown,unknown,Globicephala,macrorhynchus,63; EC2009-06,Remis &agrave; l'eau.,63.jpeg,/data/wildbook_data_dir/b/d/bd8c1e42-ce62-4a28-80a6-dd15e3d8cf72/63.jpeg,unknown
APOD11,385c76a8-f0e2-47de-811d-adaaff70605d,-20.95849,167.238698,"Lifou, Tribu de Hnaeu",New Caledonia,2009,11,22,hannahh,unknown,unknown,unknown,Physeter,macrocephalus,66; EC2009-04,unknown,unknown,unknown,unknown
APOD10,9aedfd8e-b311-473d-9cac-046fe8d4d448,-22.151016,166.947523,"Yate, Unia",New Caledonia,2009,9,0,hannahh,unknown,unknown,unknown,Balaenoptera,sp,65; EC2009-05,"Carcasse de baleine.
<br>Longueur machoire: 5m
<br>Prelevement d'un fanon.",65.jpg,/data/wildbook_data_dir/6/a/6afeb5c1-3040-4918-bfd7-23c57f250573/65.jpg,unknown
APOD9,b6f679bf-a64b-48f9-9373-cb7b8aeafe85,-22.425734,166.813288,"Mont Dore, Ile Ouen",New Caledonia,2009,6,5,hannahh,unknown,unknown,unknown,Physeter,macrocephalus,67; EC2009-03,Carcasse pr&eacute;sente depuis le 05/06. probably sperm whale,67.jpeg,/data/wildbook_data_dir/7/b/7b030c2d-3b2d-4e07-a9a9-c8e2a05efe2d/67.jpeg,unknown
APOD8,97bde038-4e82-4482-84e3-cd64456388b2,-18.7034886283348,-174.13330078125,"Foeata, Vava'u, Tonga",Tonga,2009,5,16,hannahh,unknown,female,unknown,Ziphius,cavirostris,17,Adult female (7m) with a calf about 2.5m long.,17.jpg,/data/wildbook_data_dir/d/3/d331501a-b0e0-4d58-b041-146e21b04839/17.jpg,/data/wildbook_data_dir/d/3/d331501a-b0e0-4d58-b041-146e21b04839/17_a.jpg
APOD7,ecd38bfb-78f2-47ac-b417-93648aa5be55,-19.6462790021639,163.64616394043,"Belep, Ile Art, Weaa",New Caledonia,2009,3,17,hannahh,unknown,unknown,unknown,Physeter,macrocephalus,68,"Advanced state of decomposition. Lack of caudal fins (bites). E<br>tat de putr&eacute;faction avanc&eacute;.<br>Absence de nageoires caudales (morsures)",68.jpeg,/data/wildbook_data_dir/3/1/313c8f3e-d8fb-49ca-9ace-4f763891e68e/68.jpeg,unknown
APOD56,993dbb80-f266-4e15-9a3d-ee1c3643c533,-22.3093944094,166.458792686462,"Noumea, Cote Blanche",New Caledonia,2009,1,19,hannahh,unknown,female,unknown,Dugong,dugong,69; EC2009-01,"Femelle pr&eacute;sum&eacute;e
<br>Prelevements peau, foie, rein, muscle et 2 dents.
<br>
<br>Presumed female
<br>Skin, liver, kidney, muscle and 2 teeth samples. 2.83 metres.",69.jpeg,/data/wildbook_data_dir/c/4/c4675a3d-8a67-447d-a7d4-0e9aa6e2ac5b/69.jpeg,unknown
APOD6,5e60ecc6-bc3f-47be-8f33-6d59f8b4eeb6,-21.24202,-159.72473,Te Uki Ou school. Cook Islands reef,Cook Islands,2007,7,17,hannahh,Stranded alive. Cut up. Lower jaw smashed on reef. Approximately 3 inches of lower rostrum broken off. Otherwise healthy looking animal. No signs of emaciation or cause of death.,female,juvenile,Ziphius,cavirostris,6,"Kakera appeared in shallow water early in the morning after washing over the reef just outside of Te Uki Ou School. She died shortly afterwards. She had eaten so recently that during her immediate necropsy, there was actually something in her stomach that still was wiggling around!<br>Head and brain necropsied separately at a later date by Darlene Ketten and Nan Hauser. Brain, eyes, ears, and mandibular fats sent to Woods Hole Oceanographic Institute.",6.jpg,/data/wildbook_data_dir/b/2/b2738d20-473f-47d9-92f8-dec318aab0a1/6.jpg,/data/wildbook_data_dir/b/2/b2738d20-473f-47d9-92f8-dec318aab0a1/6_a.jpg
APOD5,a1178772-77f5-47c9-aaa6-524e3a555301,-21.239763,-159.828251,"Arorangi, Rarotonga",Cook Islands,2006,8,20,hannahh,unknown,female,juvenile,Ziphius,cavirostris,5,"Temata, stranded alive after being washed over reef, listing when released. Weak, confused, dehydrated. Tried 2x to release in deep water after moving on trailer to Avatiu Harbour. brought to wharf and died 36 hours later.",5_c.jpeg,/data/wildbook_data_dir/6/c/6c1f7caf-b3d0-427d-906d-29392123c4ba/5_c.jpeg,/data/wildbook_data_dir/6/c/6c1f7caf-b3d0-427d-906d-29392123c4ba/5.jpeg
APOD4,3b338bad-4680-40d3-aa0b-6958907ae9c6,-22.282196,166.579627,"Mont Dore, baie de Boulari",New Caledonia,2006,1,31,hannahh,unknown,unknown,adult,Feresa,attenuata,"EC2006-02, 18","Four animals, including three males and one female, were found dead, and morphometrics, including dental counts, were collected. Two live mature males of 236 and 246cm total length, respectively, were closely monitored and sampled via blood analysis. As it was not likely to survive, the second animal was euthanised and necropsied. Following the euthanasia of the larger animal, the smaller one, which was probably staying out of social solidarity, returned on its own to the open sea. <br><br>Clua, E. E., C. A. Manire, and C. Garrigue. 2014. Biological data of pygmy killer whale (Feresa attenuata) from a mass stranding in New Caledonia (South Pacific) associated with Hurricane Jim in 2006. Aquatic Mammals 40:DOI 10.1578/AM.1540.1572.2014.",18.jpg,/data/wildbook_data_dir/e/e/ee120dcf-3184-4027-b461-a8c9b954c626/18.jpg,unknown
APOD29,0aaaae54-64ab-438f-9ea5-8e30079851a6,-22.2455688110699,166.561317443848,"Mont Dore, baie de Boulari",New Caledonia,2006,1,31,hannahh,unknown,unknown,unknown,Feresa,attenuata,18; EC2006-02,"Four animals, including three males and one female, were found<br>dead, and morphometrics, including dental counts, were collected. Two live mature males of 236 and 246 cm total length (TL), respectively, were closely monitored and sampled via blood analysis. As it was not likely to survive, the second animal was euthanized and necropsied. Following the euthanasia of the larger animal, the smaller one, which was probably staying out of social solidarity, returned on its own to the open sea.<br><br><br>Clua, E. E., C. A. Manire, and C. Garrigue. 2014. Biological Data of Pygmy Killer Whale (Feresa attenuata) from a Mass Stranding in New Caledonia (South Pacific) Associated with Hurricane Jim in 2006. Aquatic Mammals 40:DOI 10.1578/AM.1540.1572.2014.",18.jpg,/data/wildbook_data_dir/f/9/f96c766c-ffeb-49c3-a5a5-2dcc92e0f335/18.jpg,unknown
APOD3,6946ae31-7c0e-4f15-8828-f8c7a70ecb31,-13.92122, -171.698438,Samoa,Samoa,2005,12,10,hannahh,unknown,unknown,adult,Ziphiidae,sp,12,unknown,12_a.jpeg,/data/wildbook_data_dir/2/9/296e26b3-177e-41ed-958b-4b29edef9c6a/12_a.jpeg,/data/wildbook_data_dir/2/9/296e26b3-177e-41ed-958b-4b29edef9c6a/12.jpeg
APOD2,6979414b-3c92-4f34-a93c-b6b35c24ecd4,-13.910124, -171.843786,Samoa,Samoa,2005,8,3,hannahh,unknown,unknown,adult,Kogia,sima,13,unknown,13_a.jpeg,/data/wildbook_data_dir/4/e/4e671ab0-ecd7-4d33-8a7b-bcfcd437b343/13_a.jpeg,/data/wildbook_data_dir/4/e/4e671ab0-ecd7-4d33-8a7b-bcfcd437b343/13.jpeg
APOD0,300002df-7269-4f6c-a892-5492964ce80a,-22.0,166,"Paita, Uitoe",New Caledonia,2004,9,10,hannahh,unknown,unknown,adult,Physeter,macrocephalus,1; EC2004-02,Skin (sample # NC04-53) and tooth. Tooth was aged at University of La Rochelle. Length 15m,1.jpg,/data/wildbook_data_dir/1/e/1ee2ee2c-2d46-427f-8de5-3860a28a609b/1.jpg,unknown
APOD1,73a74141-8e99-4a8d-9c4f-a2827f4a9414,-19.25929,-158.96667,Manuae; uninhabited atoll 100km SE of Aitutaki,Cook Islands,1998,1,0,unknown,unknown,male,adult,Ziphius,cavirostris,7,Teeth intact. Two males of equal size stranded together and were found approximately six weeks after stranding. Found and photographed by fishermen. Skeleton later moved to Rarotonga.,7.jpg,/data/wildbook_data_dir/f/4/f464f2a3-1f7b-492c-81a3-f4314edee59c/7.jpg,/data/wildbook_data_dir/f/4/f464f2a3-1f7b-492c-81a3-f4314edee59c/7_a.jpg
APOD70,85ba077b-4ab7-4fc5-995b-9f17d147c91f,-21.794283170581,165.795364379883,Ouano,New Caledonia,1991,1,0,hannahh,unknown,unknown,unknown,Dugong,dugong,8; EC1991-01,Skeleton found in the mangrove on the indications of fishermen. Probably intentionally killed.,unknown,unknown,unknown
